name,category,latitude,longitude,address,description,descriptionClean,priceRange,rating,timeMinutes,imageUrl,imagePath,provinsi,kotaKabupaten
Museum Basoeki Abdullah,budaya,-6.2897885,106.7932681,Jakarta,"Museum Basoeki Abdullah berisi lukisan dan koleksi pribadi Basoeki Abdullah seperti patung, topeng, wayang dan senjata. Museum yang terletak di Jakarta Selatan ini dikelola oleh Kementerian Pendidikan dan Kebudayaan. Selain digunakan untuk pameran, museum ini juga digunakan untuk menggelar seminar, penelitian, lokakarya serta menerbitkan bermacam bentuk publikasi berupa katalog, biografi, kumpulan artikel dan hasil penelitian.","Museum Basoeki Abdullah berisi lukisan dan koleksi pribadi Basoeki Abdullah seperti patung, topeng, wayang dan senjata. Museum yang terletak di Jakarta Selatan ini dikelola oleh Kementerian Pendidikan dan Kebudayaan. Selain digunakan untuk pameran, museum ini juga digunakan untuk menggelar seminar, penelitian, lokakarya serta menerbitkan bermacam bentuk publikasi berupa katalog, biografi, kumpulan artikel dan hasil penelitian.",1000,4.6,90.0,,,Jakarta,Jakarta
Museum Layang-layang,budaya,-6.3080282,106.790548,Jakarta,"Museum Layang-Layang adalah sebuah museum yang terletak di Jl. H. Kamang No. 38, Pondok Labu, Jakarta Selatan. Museum ini merupakan museum layang-layang pertama di Indonesia. Jumlah koleksi layang-layang di museum ini berjumlah 600, tetapi jumlah tersebut terus bertambah seiring datangnya koleksi-koleksi baru dari para pelayang daerah dan luar negeri maupun layang-layang yang dibuat sendiri oleh karyawan museum. Museum Layang-Layang buka setiap hari mulai pukul 09.00-16.00 WIB. Hari libur nasional Museum Layang-layang tutup.","Museum Layang-Layang adalah sebuah museum yang terletak di Jl. H. Kamang No. 38, Pondok Labu, Jakarta Selatan. Museum ini merupakan museum layang-layang pertama di Indonesia. Jumlah koleksi layang-layang di museum ini berjumlah 600, tetapi jumlah tersebut terus bertambah seiring datangnya koleksi-koleksi baru dari para pelayang daerah dan luar negeri maupun layang-layang yang dibuat sendiri oleh karyawan museum. Museum Layang-Layang buka setiap hari mulai pukul 09.00-16.00 WIB. Hari libur nasional Museum Layang-layang tutup.",10000,4.5,90.0,,,Jakarta,Jakarta
Margasatwa Muara Angke,cagar alam,-6.1160075,106.7692016,Jakarta,"Suaka margasatwa Muara Angke adalah sebuah kawasan konservasi berdasarkan SK Menteri Kehutanan RI Nomor: 097/Kpts-II/1988, 29 Februari 1998 di wilayah hutan bakau di pesisir utara Jakarta. Secara administratif, kawasan ini termasuk wilayah Kelurahan Kapuk Muara, Kecamatan Penjaringan, Kotamadya Jakarta Utara.","Suaka margasatwa Muara Angke adalah sebuah kawasan konservasi berdasarkan SK Menteri Kehutanan RI Nomor: 097/Kpts-II/1988, 29 Februari 1998 di wilayah hutan bakau di pesisir utara Jakarta. Secara administratif, kawasan ini termasuk wilayah Kelurahan Kapuk Muara, Kecamatan Penjaringan, Kotamadya Jakarta Utara.",25000,4.2,15.0,,,Jakarta,Jakarta
Pasar Petak Sembilan,pusat perbelanjaan,-6.1436722,106.8129398,Jakarta,"Pecinan Glodok, tepatnya di Pasar Petak Sembilan, Jakarta Barat merupakan salah satu tempat yang menjual berbagai macam kuliner khas China. Kawasan yang sebagaian besar dihuni oleh orang Tionghoa ini terkenal dengan kuliner khas China yang banyak dijajakan oleh para warga. Mulai dari kue keranjang, kue dodol, hingga kue lapis banyak dijajakan di sini. Dengan harga mulai dari Rp 30 ribu hingga Rp 100 ribu, ketiga jenis kue ini menjadi kue yang paling sering dibeli untuk melengkapi perayaan Imlek. Menurut sumber dari penjual, mereka mengaku bahwa kue yang dijajakan didatangkan langsung dari berbagai daerah. Karena berasal dari wilayah yang berbeda, kue-kue ini memilliki ciri khas tersendiri.","Pecinan Glodok, tepatnya di Pasar Petak Sembilan, Jakarta Barat merupakan salah satu tempat yang menjual berbagai macam kuliner khas China. Kawasan yang sebagaian besar dihuni oleh orang Tionghoa ini terkenal dengan kuliner khas China yang banyak dijajakan oleh para warga. Mulai dari kue keranjang, kue dodol, hingga kue lapis banyak dijajakan di sini. Dengan harga mulai dari Rp 30 ribu hingga Rp 100 ribu, ketiga jenis kue ini menjadi kue yang paling sering dibeli untuk melengkapi perayaan Imlek. Menurut sumber dari penjual, mereka mengaku bahwa kue yang dijajakan didatangkan langsung dari berbagai daerah. Karena berasal dari wilayah yang berbeda, kue-kue ini memilliki ciri khas tersendiri.",Gratis,4.4,45.0,,,Jakarta,Jakarta
Freedom Library,budaya,-6.2022482,106.8451968,Jakarta,"Freedom Library adalah perpustakaan buku yang dibuka umum. Memiliki puluhan ribu koleksi buku yang disusun di rak dan sesuai dengan tema, sehingga mempermudah untuk mencari buku yang diinginkan. Dengan desain ruangan yang modern serta suasana yang tenang membuat pembaca akan betah berlama-lama disini.  Cukup dengan mendaftar menjadi member terlebih dahulu dan tidak dikenakan biaya (Gratis) kalian bisa membaca buku diperpustakaan ini.","Freedom Library adalah perpustakaan buku yang dibuka umum. Memiliki puluhan ribu koleksi buku yang disusun di rak dan sesuai dengan tema, sehingga mempermudah untuk mencari buku yang diinginkan. Dengan desain ruangan yang modern serta suasana yang tenang membuat pembaca akan betah berlama-lama disini.  Cukup dengan mendaftar menjadi member terlebih dahulu dan tidak dikenakan biaya (Gratis) kalian bisa membaca buku diperpustakaan ini.",Gratis,5.0,0.0,,,Jakarta,Jakarta
Perpustakaan Nasional,budaya,-6.1812918,106.8268717,Jakarta,"Perpustakaan Nasional adalah perpustakaan yang secara khusus didirikan oleh Pemerintah Negara demi menyimpan informasi negara tersebut. Berbeda dengan perpustakaan umum, sangatlah jarang khalayak ramai diperbolehkan meminjam buku. Seringkali sebuah perpustakaan nasional menyimpan koleksi langka dan bersejarah.\nBeberapa perpustakaan awal bisa disebut perpustakaan nasional, seperti Perpustakaan Alexandria yang merupakan Perpustakaan Mesir Kuno. Perpustakaan nasional sering kali berukuran sangat besar dan luas apalagi jika diperbandingkan dengan perpustakaan biasa lainnya di negaranya. Beberapa negara yang tidak independen, tetapi tetap berkeinginan melestarikan budaya khusus mereka umumnya mendirikan sebuah perpustakaan nasional dengan segala atribut kelembagaan tersebut deposito hukum.\nBanyak perpustakaan nasional yang bekerja sama dengan Federasi Internasional dari Asosiasi dan Institusi Perpustakaan (bahasa Inggris: International Federation of Library Associations and Institutions (IFLA)) guna membagas tugas umum, menetapkan, dan mempromosikan standar umum serta pelaksanaan proyek untuk membantu memenuhi tugas mereka. Perpustakaan nasional di Eropa berpartisipasi dalam Perpustakaan Eropa. Ini merupakan pelayanan dari Konferensi Pustakawan Nasional Eropa (bahasa Inggris: Conference of European National Librarians (CENL)).\nSalah satu rencana pertama dari sebuah perpustakaan nasional yang dirancang oleh matematikawan, John Dee, pada tahun 1556 yang diperlihatkan pada Mary I dari Inggris dengan rencana yang visioner untuk pelestarian buku-buku lama, manuskrip, dan catatan dan pendirian perpustakaan nasional, tetapi proposal tersebut tidak disetujui.","Perpustakaan Nasional adalah perpustakaan yang secara khusus didirikan oleh Pemerintah Negara demi menyimpan informasi negara tersebut. Berbeda dengan perpustakaan umum, sangatlah jarang khalayak ramai diperbolehkan meminjam buku. Seringkali sebuah perpustakaan nasional menyimpan koleksi langka dan bersejarah.\nBeberapa perpustakaan awal bisa disebut perpustakaan nasional, seperti Perpustakaan Alexandria yang merupakan Perpustakaan Mesir Kuno. Perpustakaan nasional sering kali berukuran sangat besar dan luas apalagi jika diperbandingkan dengan perpustakaan biasa lainnya di negaranya. Beberapa negara yang tidak independen, tetapi tetap berkeinginan melestarikan budaya khusus mereka umumnya mendirikan sebuah perpustakaan nasional dengan segala atribut kelembagaan tersebut deposito hukum.\nBanyak perpustakaan nasional yang bekerja sama dengan Federasi Internasional dari Asosiasi dan Institusi Perpustakaan (bahasa Inggris: International Federation of Library Associations and Institutions (IFLA)) guna membagas tugas umum, menetapkan, dan mempromosikan standar umum serta pelaksanaan proyek untuk membantu memenuhi tugas mereka. Perpustakaan nasional di Eropa berpartisipasi dalam Perpustakaan Eropa. Ini merupakan pelayanan dari Konferensi Pustakawan Nasional Eropa (bahasa Inggris: Conference of European National Librarians (CENL)).\nSalah satu rencana pertama dari sebuah perpustakaan nasional yang dirancang oleh matematikawan, John Dee, pada tahun 1556 yang diperlihatkan pada Mary I dari Inggris dengan rencana yang visioner untuk pelestarian buku-buku lama, manuskrip, dan catatan dan pendirian perpustakaan nasional, tetapi proposal tersebut tidak disetujui.",Gratis,4.7,240.0,,,Jakarta,Jakarta
Cibubur Garden Diary (Cibugary),cagar alam,-6.3799969,106.8949793,Jakarta,"Cibubur Garden Dairy atau biasa dikenal degan sebutan Cibugary merupakan sebuah perternakan sapi perah dan peternakan kambing yang memiliki nuansa kebun dikawasan Cibubur, sang empunya Bapak Rachmat Baghory mempunyai inisiatif untuk menjadikan tempat tersebut sebagai wisata agro edukatif terutama untuk anak-anak.","Cibubur Garden Dairy atau biasa dikenal degan sebutan Cibugary merupakan sebuah perternakan sapi perah dan peternakan kambing yang memiliki nuansa kebun dikawasan Cibubur, sang empunya Bapak Rachmat Baghory mempunyai inisiatif untuk menjadikan tempat tersebut sebagai wisata agro edukatif terutama untuk anak-anak.",50000,4.5,0.0,,,Jakarta,Jakarta
Waterboom PIK (Pantai Indah Kapuk),taman hiburan,-6.1136559,106.7478596,Jakarta,"Waterbom Jakarta merupakan sebuah wahana permainan air yang cukup populer di kawasan Pantai Indah Kapuk (PIK), Jakarta Utara. Harga tiket masuk Waterboom PIK tidak terlalu menguras kantong, hanya Rp 100 ribu per orang saat weekday atau Rp 200 ribu saat weekend. Waterboom PIK menjadi objek wisata favorit saat liburan karena menawarkan fasilitas memadai dan memiliki wahana permainan air yang terbilang lengkap.","Waterbom Jakarta merupakan sebuah wahana permainan air yang cukup populer di kawasan Pantai Indah Kapuk (PIK), Jakarta Utara. Harga tiket masuk Waterboom PIK tidak terlalu menguras kantong, hanya Rp 100 ribu per orang saat weekday atau Rp 200 ribu saat weekend. Waterboom PIK menjadi objek wisata favorit saat liburan karena menawarkan fasilitas memadai dan memiliki wahana permainan air yang terbilang lengkap.",300000,4.4,0.0,,,Jakarta,Jakarta
Museum Perangko,budaya,-6.3041841,106.9017725,Jakarta,Museum perangko dibangun dengan bentuk bangunan bergaya Jawa Bali di atas lahan seluas 9.590 m2 dan diresmikan oleh Presiden Soeharto pada tanggal 29 September 1983. Museum ini memamerkan koleksi perangko asal Indonesia dan luar negeri. Adapula sepeda pos antik merk Falter buatan Jerman Barat tahun 1950 diletakkan di serambi museum. Halaman depan ada bola dunia dengan merpati yang membawa sebuah surat yang melambangkan bahwa tugas Perum Pos dan Giro menjangkau seluruh dunia.,Museum perangko dibangun dengan bentuk bangunan bergaya Jawa Bali di atas lahan seluas 9.590 m2 dan diresmikan oleh Presiden Soeharto pada tanggal 29 September 1983. Museum ini memamerkan koleksi perangko asal Indonesia dan luar negeri. Adapula sepeda pos antik merk Falter buatan Jerman Barat tahun 1950 diletakkan di serambi museum. Halaman depan ada bola dunia dengan merpati yang membawa sebuah surat yang melambangkan bahwa tugas Perum Pos dan Giro menjangkau seluruh dunia.,5000,4.4,0.0,,,Jakarta,Jakarta
Museum Tengah Kebun,budaya,-6.267513,106.824107,Jakarta,"Museum di Tengah Kebun adalah sebuah museum penyimpanan ± 4.000 koleksi seni dan sejarah Indonesia dan luar negeri yang berlokasi di daerah Kemang, Jakarta Selatan. Museum ini dibangun di tengah kebun seluas 3.500 m2. Museum ini dimiliki secara pribadi oleh Sjahrial Djalil, salah satu tokoh periklanan modern Indonesia dan pendiri biro iklan Ad Force Inc. Pada tahun 2013, museum ini terpilih sebagai Museum Swasta Terbaik di Museum Awards dengan koleksi dari 63 negara dan 26 provinsi di Indonesia.[2] Hal yang membuat museum ini berbeda dari museum lainnya adalah penataan sebanyak 2.414 koleksi yang dipamerkan kepada pengunjung diletakkan tidak beraturan di berbagai sudut ruangan, seperti lantai, tangah taman, toilet, dinding luar rumah, dan lain sebagainya.","Museum di Tengah Kebun adalah sebuah museum penyimpanan ± 4.000 koleksi seni dan sejarah Indonesia dan luar negeri yang berlokasi di daerah Kemang, Jakarta Selatan. Museum ini dibangun di tengah kebun seluas 3.500 m2. Museum ini dimiliki secara pribadi oleh Sjahrial Djalil, salah satu tokoh periklanan modern Indonesia dan pendiri biro iklan Ad Force Inc. Pada tahun 2013, museum ini terpilih sebagai Museum Swasta Terbaik di Museum Awards dengan koleksi dari 63 negara dan 26 provinsi di Indonesia.[2] Hal yang membuat museum ini berbeda dari museum lainnya adalah penataan sebanyak 2.414 koleksi yang dipamerkan kepada pengunjung diletakkan tidak beraturan di berbagai sudut ruangan, seperti lantai, tangah taman, toilet, dinding luar rumah, dan lain sebagainya.",Gratis,4.6,120.0,,,Jakarta,Jakarta
SnowBay Waterpark,taman hiburan,-6.2992718,106.89151,Jakarta,"Waterpark yang menghadirkan wahana imajinatif berkonsep pegunungan bersalju. Tidak ketinggalan dengan atraksi air terbaik yang sangat menyenangkan. Dengan luas sekitar 3 hektar, tempat wisata ini menyediakan wahana – wahana permainan air terbaik. Tak salah jika water park ini diminati dan dipadati oleh pengunjung terutama saat musim liburan datang. Pengunjung dapat menikmati keseruan berbagai atraksi air dengan pemandangan artistik yang menutupi 70% kawasan dengan salju. Pengunjung dapat merasakan rasa lelah dan penat berkurang hanya dengan menyaksikan suasana salju eksotik ini. Pengunjung akan disambut dengan rekreasi air berkelas dunia dengan konsep petualangan yang akan membuat terkesima. Menyuguhkan berbagai aktivitas seru yang dapat dinikmati oleh seluruh keluarga dari segala umur. Tidak hanya permainan air, terdapat juga wahana yang menantang adrenalin, cocok bagi yang ingin melepas stres.","Waterpark yang menghadirkan wahana imajinatif berkonsep pegunungan bersalju. Tidak ketinggalan dengan atraksi air terbaik yang sangat menyenangkan. Dengan luas sekitar 3 hektar, tempat wisata ini menyediakan wahana – wahana permainan air terbaik. Tak salah jika water park ini diminati dan dipadati oleh pengunjung terutama saat musim liburan datang. Pengunjung dapat menikmati keseruan berbagai atraksi air dengan pemandangan artistik yang menutupi 70% kawasan dengan salju. Pengunjung dapat merasakan rasa lelah dan penat berkurang hanya dengan menyaksikan suasana salju eksotik ini. Pengunjung akan disambut dengan rekreasi air berkelas dunia dengan konsep petualangan yang akan membuat terkesima. Menyuguhkan berbagai aktivitas seru yang dapat dinikmati oleh seluruh keluarga dari segala umur. Tidak hanya permainan air, terdapat juga wahana yang menantang adrenalin, cocok bagi yang ingin melepas stres.",180000,4.3,0.0,,,Jakarta,Jakarta
Taman Cattleya,taman hiburan,-6.1810843,106.7954476,Jakarta,"Kehadiran Taman Cattleya tentu saja sangat bermanfaat bagi masyarakat Ibu Kota, ditengah situasi penatnya kemacetan, tumpukkan pekerjaan, serta polusi yang menjadi ancaman bagi kota-kota besar. Lokasi Taman Cattleya sangat strategis bagi mereka anda yang sedang bingung mencari tempat yang pas di akhir pekan. Lokasi Taman Cattleya berada di dekat pusat perbelanjaan yang sangat terkenal, yaitu Mall Taman Anggrek.","Kehadiran Taman Cattleya tentu saja sangat bermanfaat bagi masyarakat Ibu Kota, ditengah situasi penatnya kemacetan, tumpukkan pekerjaan, serta polusi yang menjadi ancaman bagi kota-kota besar. Lokasi Taman Cattleya sangat strategis bagi mereka anda yang sedang bingung mencari tempat yang pas di akhir pekan. Lokasi Taman Cattleya berada di dekat pusat perbelanjaan yang sangat terkenal, yaitu Mall Taman Anggrek.",20000,4.5,0.0,,,Jakarta,Jakarta
Taman Hutan Tebet,taman hiburan,-6.2371409,106.8526505,Jakarta,"Taman Tebet dibangun tahun 1960, taman ini sempat tertunda di tahun 1970 dan jadi pemukiman liar sampai tahun 2006. Dahulu, namanya Taman Honda. Bukan tanpa alasan, dinamakan demikian karena restorasi taman ini dilakukan atas kerjasama PT Honda Prospect Motor dan Pemerintah Provinsi DKI Jakarta. Taman seluas 1.800 m2 yang diresmikan oleh gubernur DKI Jakarta (waktu itu) Fauzi Bowo tanggal 28 Juli 2010. Merupakan ruang terbuka hijau yang dapat dimanfaatkan warga Jakarta untuk beraktivitas. Berada di antara jalan Tebet Barat Raya dan jalan Tebet Timur Raya Kecamatan Tebet, Kotamadya Jakarta Selatan. Kawasan taman memiliki anak sungai yang mengalir dari arah Pasarminggu menuju ke Manggarai. Taman Tebet juga dilengkapi dengan sejumlah fasilitas, seperti arena bermain untuk anak dan tempat berolahraga. Untuk arena olahraga sendiri, ada bulu tangkis dan jogging track. Taman yang dirawat oleh petugas ini juga menyediakan musala, kamar mandi, gazebo, dan fasilitas terapi refleksi.","Taman Tebet dibangun tahun 1960, taman ini sempat tertunda di tahun 1970 dan jadi pemukiman liar sampai tahun 2006. Dahulu, namanya Taman Honda. Bukan tanpa alasan, dinamakan demikian karena restorasi taman ini dilakukan atas kerjasama PT Honda Prospect Motor dan Pemerintah Provinsi DKI Jakarta. Taman seluas 1.800 m2 yang diresmikan oleh gubernur DKI Jakarta (waktu itu) Fauzi Bowo tanggal 28 Juli 2010. Merupakan ruang terbuka hijau yang dapat dimanfaatkan warga Jakarta untuk beraktivitas. Berada di antara jalan Tebet Barat Raya dan jalan Tebet Timur Raya Kecamatan Tebet, Kotamadya Jakarta Selatan. Kawasan taman memiliki anak sungai yang mengalir dari arah Pasarminggu menuju ke Manggarai. Taman Tebet juga dilengkapi dengan sejumlah fasilitas, seperti arena bermain untuk anak dan tempat berolahraga. Untuk arena olahraga sendiri, ada bulu tangkis dan jogging track. Taman yang dirawat oleh petugas ini juga menyediakan musala, kamar mandi, gazebo, dan fasilitas terapi refleksi.",Gratis,4.4,60.0,,,Jakarta,Jakarta
Hutan Kota Srengseng,taman hiburan,-6.2106945,106.7643954,Jakarta,"Selain Taman Hutan Mangrove dan Pantai Indah Kapuk, salah satu taman yang sudah cukup terkenal lama bisa dijumpai di sekitar Universitas Indonesia Depok, letaknya di pinggiran Jakarta, namanya Hutan Kota Srengseng. Sesuai namanya, kawasan wisata ini terletak di daerah Srengseng Kembangan Jakbar, letaknya dekat dengan daerah Kemayoran, Kebon Jeruk serta Rawa Buaya. Hutan Srengseng ini menjadi salah satu kawasan alam hijua yang bisa dijumpai di Daerah Khusus Ibukota Jakarta. Namun perlu diketahui bukan Srengseng Sawah ya, itu sudah berbeda. Kehadiran Taman Kota ini memberikan peran penting di sektor alam Jakarta yang tengah mengalami perkembangan cukup pesat.","Selain Taman Hutan Mangrove dan Pantai Indah Kapuk, salah satu taman yang sudah cukup terkenal lama bisa dijumpai di sekitar Universitas Indonesia Depok, letaknya di pinggiran Jakarta, namanya Hutan Kota Srengseng. Sesuai namanya, kawasan wisata ini terletak di daerah Srengseng Kembangan Jakbar, letaknya dekat dengan daerah Kemayoran, Kebon Jeruk serta Rawa Buaya. Hutan Srengseng ini menjadi salah satu kawasan alam hijua yang bisa dijumpai di Daerah Khusus Ibukota Jakarta. Namun perlu diketahui bukan Srengseng Sawah ya, itu sudah berbeda. Kehadiran Taman Kota ini memberikan peran penting di sektor alam Jakarta yang tengah mengalami perkembangan cukup pesat.",1000,4.3,0.0,,,Jakarta,Jakarta
